D,Y,Dt,Wkd,CM,C,Com,TM,M,V,CL
Imports,2020,04/02/2020,Tuesday,04/02/2020,All,All,Sea,$,187000000,547000000
Imports,2020,05/02/2020,Wednesday,05/02/2020,All,All,Sea,$,190000000,738000000
Imports,2020,06/02/2020,Thursday,06/02/2020,All,All,Sea,$,24000000,762000000
Imports,2020,07/02/2020,Friday,07/02/2020,All,All,Sea,$,168000000,930000000
Imports,2020,08/02/2020,Saturday,08/02/2020,All,All,Sea,$,14000000,944000000
Imports,2020,09/02/2020,Sunday,09/02/2020,All,All,Sea,$,19000000,963000000
Imports,2020,10/02/2020,Monday,10/02/2020,All,All,Sea,$,167000000,1130000000
Imports,2020,11/02/2020,Tuesday,11/02/2020,All,All,Sea,$,178000000,1308000000
Imports,2020,12/02/2020,Wednesday,12/02/2020,All,All,Sea,$,164000000,1472000000
Imports,2020,13/02/2020,Thursday,13/02/2020,All,All,Sea,$,168000000,1640000000
Imports,2020,14/02/2020,Friday,14/02/2020,All,All,Sea,$,129000000,1769000000
Imports,2020,15/02/2020,Saturday,15/02/2020,All,All,Sea,$,20000000,1789000000
Imports,2020,16/02/2020,Sunday,16/02/2020,All,All,Sea,$,16000000,1804000000
Imports,2020,17/02/2020,Monday,17/02/2020,All,All,Sea,$,124000000,1928000000
Imports,2020,18/02/2020,Tuesday,18/02/2020,All,All,Sea,$,212000000,2140000000
Imports,2020,19/02/2020,Wednesday,19/02/2020,All,All,Sea,$,162000000,2302000000
Imports,2020,20/02/2020,Thursday,20/02/2020,All,All,Sea,$,103000000,2404000000
Imports,2020,21/02/2020,Friday,21/02/2020,All,All,Sea,$,131000000,2535000000
Imports,2020,22/02/2020,Saturday,22/02/2020,All,All,Sea,$,13000000,2548000000
Imports,2020,23/02/2020,Sunday,23/02/2020,All,All,Sea,$,13000000,2561000000
Imports,2020,24/02/2020,Monday,24/02/2020,All,All,Sea,$,150000000,2711000000
Imports,2020,25/02/2020,Tuesday,25/02/2020,All,All,Sea,$,122000000,2832000000
Imports,2020,26/02/2020,Wednesday,26/02/2020,All,All,Sea,$,109000000,2941000000
Imports,2020,27/02/2020,Thursday,27/02/2020,All,All,Sea,$,211000000,3153000000
Imports,2020,28/02/2020,Friday,28/02/2020,All,All,Sea,$,145000000,3297000000
Imports,2020,29/02/2020,Saturday,29/02/2020,All,All,Sea,$,19000000,3317000000
Imports,2020,01/03/2020,Sunday,01/03/2020,All,All,Sea,$,101000000,3418000000
Imports,2020,02/03/2020,Monday,02/03/2020,All,All,Sea,$,246000000,3663000000
Imports,2020,03/03/2020,Tuesday,03/03/2020,All,All,Sea,$,183000000,3847000000
Imports,2020,04/03/2020,Wednesday,04/03/2020,All,All,Sea,$,168000000,4014000000
Imports,2020,05/03/2020,Thursday,05/03/2020,All,All,Sea,$,143000000,4157000000
Imports,2020,06/03/2020,Friday,06/03/2020,All,All,Sea,$,159000000,4316000000
Imports,2020,07/03/2020,Saturday,07/03/2020,All,All,Sea,$,17000000,4333000000
Imports,2020,08/03/2020,Sunday,08/03/2020,All,All,Sea,$,18000000,4352000000
Imports,2020,09/03/2020,Monday,09/03/2020,All,All,Sea,$,145000000,4496000000
Imports,2020,10/03/2020,Tuesday,10/03/2020,All,All,Sea,$,134000000,4630000000
Imports,2020,11/03/2020,Wednesday,11/03/2020,All,All,Sea,$,148000000,4777000000
Imports,2020,12/03/2020,Thursday,12/03/2020,All,All,Sea,$,144000000,4922000000
Imports,2020,13/03/2020,Friday,13/03/2020,All,All,Sea,$,142000000,5064000000
Imports,2020,14/03/2020,Saturday,14/03/2020,All,All,Sea,$,17000000,5080000000
Imports,2020,15/03/2020,Sunday,15/03/2020,All,All,Sea,$,17000000,5098000000
Imports,2020,16/03/2020,Monday,16/03/2020,All,All,Sea,$,159000000,5257000000
Imports,2020,17/03/2020,Tuesday,17/03/2020,All,All,Sea,$,162000000,5418000000
Imports,2020,18/03/2020,Wednesday,18/03/2020,All,All,Sea,$,169000000,5587000000
Imports,2020,19/03/2020,Thursday,19/03/2020,All,All,Sea,$,147000000,5734000000
Imports,2020,20/03/2020,Friday,20/03/2020,All,All,Sea,$,130000000,5864000000
Imports,2020,21/03/2020,Saturday,21/03/2020,All,All,Sea,$,24000000,5888000000
Imports,2020,22/03/2020,Sunday,22/03/2020,All,All,Sea,$,24000000,5912000000
Imports,2020,23/03/2020,Monday,23/03/2020,All,All,Sea,$,164000000,6076000000
Imports,2020,24/03/2020,Tuesday,24/03/2020,All,All,Sea,$,154000000,6231000000
Imports,2020,25/03/2020,Wednesday,25/03/2020,All,All,Sea,$,159000000,6390000000
Imports,2020,26/03/2020,Thursday,26/03/2020,All,All,Sea,$,317000000,6707000000
Imports,2020,27/03/2020,Friday,27/03/2020,All,All,Sea,$,187000000,6894000000
Imports,2020,28/03/2020,Saturday,28/03/2020,All,All,Sea,$,29000000,6923000000
Imports,2020,29/03/2020,Sunday,29/03/2020,All,All,Sea,$,21000000,6944000000
Imports,2020,30/03/2020,Monday,30/03/2020,All,All,Sea,$,205000000,7150000000
Imports,2020,31/03/2020,Tuesday,31/03/2020,All,All,Sea,$,107000000,7256000000
Imports,2020,01/04/2020,Wednesday,01/04/2020,All,All,Sea,$,253000000,7509000000
Imports,2020,02/04/2020,Thursday,02/04/2020,All,All,Sea,$,133000000,7642000000
Imports,2020,03/04/2020,Friday,03/04/2020,All,All,Sea,$,128000000,7770000000
Imports,2020,04/04/2020,Saturday,04/04/2020,All,All,Sea,$,29000000,7799000000
Imports,2020,05/04/2020,Sunday,05/04/2020,All,All,Sea,$,12000000,7811000000
Imports,2020,06/04/2020,Monday,06/04/2020,All,All,Sea,$,145000000,7956000000
Imports,2020,07/04/2020,Tuesday,07/04/2020,All,All,Sea,$,156000000,8112000000
Imports,2020,08/04/2020,Wednesday,08/04/2020,All,All,Sea,$,164000000,8276000000
Imports,2020,09/04/2020,Thursday,09/04/2020,All,All,Sea,$,167000000,8443000000
Imports,2020,10/04/2020,Friday,10/04/2020,All,All,Sea,$,22000000,8465000000
Imports,2020,11/04/2020,Saturday,11/04/2020,All,All,Sea,$,13000000,8478000000
Imports,2020,12/04/2020,Sunday,12/04/2020,All,All,Sea,$,10000000,8488000000
Imports,2020,13/04/2020,Monday,13/04/2020,All,All,Sea,$,24000000,8512000000
Imports,2020,14/04/2020,Tuesday,14/04/2020,All,All,Sea,$,191000000,8703000000
Imports,2020,15/04/2020,Wednesday,15/04/2020,All,All,Sea,$,177000000,8880000000
Imports,2020,16/04/2020,Thursday,16/04/2020,All,All,Sea,$,153000000,9033000000
Imports,2020,17/04/2020,Friday,17/04/2020,All,All,Sea,$,159000000,9192000000
Imports,2020,18/04/2020,Saturday,18/04/2020,All,All,Sea,$,9000000,9201000000
Imports,2020,19/04/2020,Sunday,19/04/2020,All,All,Sea,$,12000000,9212000000
Imports,2020,20/04/2020,Monday,20/04/2020,All,All,Sea,$,141000000,9354000000
Imports,2020,21/04/2020,Tuesday,21/04/2020,All,All,Sea,$,153000000,9507000000
Imports,2020,22/04/2020,Wednesday,22/04/2020,All,All,Sea,$,143000000,9649000000
Imports,2020,23/04/2020,Thursday,23/04/2020,All,All,Sea,$,127000000,9776000000
Imports,2020,24/04/2020,Friday,24/04/2020,All,All,Sea,$,92000000,9868000000
Imports,2020,25/04/2020,Saturday,25/04/2020,All,All,Sea,$,11000000,9879000000
Imports,2020,26/04/2020,Sunday,26/04/2020,All,All,Sea,$,12000000,9891000000
Imports,2020,27/04/2020,Monday,27/04/2020,All,All,Sea,$,22000000,9913000000
Imports,2020,28/04/2020,Tuesday,28/04/2020,All,All,Sea,$,155000000,10068000000
Imports,2020,29/04/2020,Wednesday,29/04/2020,All,All,Sea,$,163000000,10231000000
Imports,2020,30/04/2020,Thursday,30/04/2020,All,All,Sea,$,192000000,10423000000
Imports,2020,01/05/2020,Friday,01/05/2020,All,All,Sea,$,298000000,10720000000
Imports,2020,02/05/2020,Saturday,02/05/2020,All,All,Sea,$,23000000,10743000000
Imports,2020,03/05/2020,Sunday,03/05/2020,All,All,Sea,$,24000000,10767000000
Imports,2020,04/05/2020,Monday,04/05/2020,All,All,Sea,$,168000000,10935000000
Imports,2020,05/05/2020,Tuesday,05/05/2020,All,All,Sea,$,146000000,11081000000
Imports,2020,06/05/2020,Wednesday,06/05/2020,All,All,Sea,$,123000000,11204000000
Imports,2020,07/05/2020,Thursday,07/05/2020,All,All,Sea,$,150000000,11353000000
Imports,2020,08/05/2020,Friday,08/05/2020,All,All,Sea,$,120000000,11473000000
Imports,2020,09/05/2020,Saturday,09/05/2020,All,All,Sea,$,19000000,11492000000
Imports,2020,10/05/2020,Sunday,10/05/2020,All,All,Sea,$,23000000,11516000000
Imports,2020,11/05/2020,Monday,11/05/2020,All,All,Sea,$,159000000,11675000000
Imports,2020,12/05/2020,Tuesday,12/05/2020,All,All,Sea,$,148000000,11823000000
Imports,2020,13/05/2020,Wednesday,13/05/2020,All,All,Sea,$,133000000,11956000000
Imports,2020,14/05/2020,Thursday,14/05/2020,All,All,Sea,$,144000000,12099000000
Imports,2020,15/05/2020,Friday,15/05/2020,All,All,Sea,$,128000000,12227000000
Imports,2020,16/05/2020,Saturday,16/05/2020,All,All,Sea,$,19000000,12246000000
Imports,2020,17/05/2020,Sunday,17/05/2020,All,All,Sea,$,21000000,12267000000
Imports,2020,18/05/2020,Monday,18/05/2020,All,All,Sea,$,163000000,12430000000
Imports,2020,19/05/2020,Tuesday,19/05/2020,All,All,Sea,$,178000000,12608000000
Imports,2020,20/05/2020,Wednesday,20/05/2020,All,All,Sea,$,127000000,12736000000
Imports,2015,31/01/2015,Saturday,01/02/2020,All,Non-food manufactured goods,All,$,11000000,11000000
Imports,2015,01/02/2015,Sunday,02/02/2020,All,Non-food manufactured goods,All,$,50000000,61000000
Imports,2015,02/02/2015,Monday,03/02/2020,All,Non-food manufactured goods,All,$,157000000,217000000
Imports,2015,03/02/2015,Tuesday,04/02/2020,All,Non-food manufactured goods,All,$,148000000,366000000
Imports,2015,04/02/2015,Wednesday,05/02/2020,All,Non-food manufactured goods,All,$,148000000,514000000
Imports,2015,05/02/2015,Thursday,06/02/2020,All,Non-food manufactured goods,All,$,172000000,686000000
Imports,2015,06/02/2015,Friday,07/02/2020,All,Non-food manufactured goods,All,$,16000000,701000000
Imports,2015,07/02/2015,Saturday,08/02/2020,All,Non-food manufactured goods,All,$,14000000,715000000
Imports,2015,08/02/2015,Sunday,09/02/2020,All,Non-food manufactured goods,All,$,15000000,730000000
Imports,2015,09/02/2015,Monday,10/02/2020,All,Non-food manufactured goods,All,$,121000000,851000000
Imports,2015,10/02/2015,Tuesday,11/02/2020,All,Non-food manufactured goods,All,$,134000000,985000000
Imports,2015,11/02/2015,Wednesday,12/02/2020,All,Non-food manufactured goods,All,$,166000000,1151000000
Imports,2015,12/02/2015,Thursday,13/02/2020,All,Non-food manufactured goods,All,$,156000000,1307000000
Imports,2015,13/02/2015,Friday,14/02/2020,All,Non-food manufactured goods,All,$,141000000,1448000000
Imports,2015,14/02/2015,Saturday,15/02/2020,All,Non-food manufactured goods,All,$,18000000,1466000000
Imports,2015,15/02/2015,Sunday,16/02/2020,All,Non-food manufactured goods,All,$,21000000,1487000000
Imports,2015,16/02/2015,Monday,17/02/2020,All,Non-food manufactured goods,All,$,131000000,1618000000
Imports,2015,17/02/2015,Tuesday,18/02/2020,All,Non-food manufactured goods,All,$,129000000,1747000000
Imports,2015,18/02/2015,Wednesday,19/02/2020,All,Non-food manufactured goods,All,$,141000000,1889000000
Imports,2015,19/02/2015,Thursday,20/02/2020,All,Non-food manufactured goods,All,$,146000000,2035000000
Imports,2015,20/02/2015,Friday,21/02/2020,All,Non-food manufactured goods,All,$,107000000,2142000000
Imports,2015,21/02/2015,Saturday,22/02/2020,All,Non-food manufactured goods,All,$,20000000,2162000000
Imports,2015,22/02/2015,Sunday,23/02/2020,All,Non-food manufactured goods,All,$,13000000,2175000000
Imports,2015,23/02/2015,Monday,24/02/2020,All,Non-food manufactured goods,All,$,118000000,2293000000
Imports,2015,24/02/2015,Tuesday,25/02/2020,All,Non-food manufactured goods,All,$,201000000,2494000000
Imports,2015,25/02/2015,Wednesday,26/02/2020,All,Non-food manufactured goods,All,$,134000000,2628000000
Imports,2015,26/02/2015,Thursday,27/02/2020,All,Non-food manufactured goods,All,$,102000000,2730000000
Imports,2015,27/02/2015,Friday,28/02/2020,All,Non-food manufactured goods,All,$,100000000,2830000000
Imports,2015,28/02/2015,Saturday,29/02/2020,All,Non-food manufactured goods,All,$,9000000,2839000000
Imports,2015,01/03/2015,Sunday,01/03/2020,All,Non-food manufactured goods,All,$,66000000,2905000000
Imports,2015,02/03/2015,Monday,02/03/2020,All,Non-food manufactured goods,All,$,220000000,3125000000
Imports,2015,03/03/2015,Tuesday,03/03/2020,All,Non-food manufactured goods,All,$,210000000,3335000000
Imports,2015,04/03/2015,Wednesday,04/03/2020,All,Non-food manufactured goods,All,$,127000000,3462000000
Imports,2015,05/03/2015,Thursday,05/03/2020,All,Non-food manufactured goods,All,$,183000000,3645000000
Imports,2015,06/03/2015,Friday,06/03/2020,All,Non-food manufactured goods,All,$,140000000,3785000000
Imports,2015,07/03/2015,Saturday,07/03/2020,All,Non-food manufactured goods,All,$,10000000,3796000000
Imports,2015,08/03/2015,Sunday,08/03/2020,All,Non-food manufactured goods,All,$,20000000,3816000000
Imports,2015,09/03/2015,Monday,09/03/2020,All,Non-food manufactured goods,All,$,116000000,3932000000
Imports,2015,10/03/2015,Tuesday,10/03/2020,All,Non-food manufactured goods,All,$,119000000,4052000000
Imports,2015,11/03/2015,Wednesday,11/03/2020,All,Non-food manufactured goods,All,$,122000000,4174000000
Imports,2015,12/03/2015,Thursday,12/03/2020,All,Non-food manufactured goods,All,$,142000000,4316000000
Imports,2015,13/03/2015,Friday,13/03/2020,All,Non-food manufactured goods,All,$,132000000,4447000000
Imports,2015,14/03/2015,Saturday,14/03/2020,All,Non-food manufactured goods,All,$,10000000,4457000000
Imports,2015,15/03/2015,Sunday,15/03/2020,All,Non-food manufactured goods,All,$,12000000,4469000000
Imports,2015,16/03/2015,Monday,16/03/2020,All,Non-food manufactured goods,All,$,163000000,4633000000
Imports,2015,17/03/2015,Tuesday,17/03/2020,All,Non-food manufactured goods,All,$,125000000,4757000000
Imports,2015,18/03/2015,Wednesday,18/03/2020,All,Non-food manufactured goods,All,$,111000000,4869000000
Imports,2015,19/03/2015,Thursday,19/03/2020,All,Non-food manufactured goods,All,$,140000000,5009000000
Imports,2015,20/03/2015,Friday,20/03/2020,All,Non-food manufactured goods,All,$,102000000,5111000000
Imports,2015,21/03/2015,Saturday,21/03/2020,All,Non-food manufactured goods,All,$,35000000,5146000000
Imports,2015,22/03/2015,Sunday,22/03/2020,All,Non-food manufactured goods,All,$,18000000,5164000000
Imports,2015,23/03/2015,Monday,23/03/2020,All,Non-food manufactured goods,All,$,133000000,5297000000
Imports,2015,24/03/2015,Tuesday,24/03/2020,All,Non-food manufactured goods,All,$,112000000,5410000000
Imports,2015,25/03/2015,Wednesday,25/03/2020,All,Non-food manufactured goods,All,$,119000000,5529000000
Imports,2015,26/03/2015,Thursday,26/03/2020,All,Non-food manufactured goods,All,$,117000000,5646000000
Imports,2015,27/03/2015,Friday,27/03/2020,All,Non-food manufactured goods,All,$,118000000,5764000000
Imports,2015,28/03/2015,Saturday,28/03/2020,All,Non-food manufactured goods,All,$,8000000,5772000000
Imports,2015,29/03/2015,Sunday,29/03/2020,All,Non-food manufactured goods,All,$,29000000,5802000000
Imports,2015,30/03/2015,Monday,30/03/2020,All,Non-food manufactured goods,All,$,114000000,5916000000
Imports,2015,31/03/2015,Tuesday,31/03/2020,All,Non-food manufactured goods,All,$,121000000,6037000000
Imports,2015,01/04/2015,Wednesday,01/04/2020,All,Non-food manufactured goods,All,$,203000000,6240000000
Imports,2015,02/04/2015,Thursday,02/04/2020,All,Non-food manufactured goods,All,$,174000000,6414000000
Imports,2015,03/04/2015,Friday,03/04/2020,All,Non-food manufactured goods,All,$,13000000,6427000000
Imports,2015,04/04/2015,Saturday,04/04/2020,All,Non-food manufactured goods,All,$,12000000,6439000000
Imports,2015,05/04/2015,Sunday,05/04/2020,All,Non-food manufactured goods,All,$,29000000,6468000000
Imports,2015,06/04/2015,Monday,06/04/2020,All,Non-food manufactured goods,All,$,21000000,6490000000
Imports,2015,07/04/2015,Tuesday,07/04/2020,All,Non-food manufactured goods,All,$,219000000,6709000000
Imports,2015,08/04/2015,Wednesday,08/04/2020,All,Non-food manufactured goods,All,$,157000000,6865000000
Imports,2015,09/04/2015,Thursday,09/04/2020,All,Non-food manufactured goods,All,$,156000000,7021000000
Imports,2015,10/04/2015,Friday,10/04/2020,All,Non-food manufactured goods,All,$,151000000,7172000000
Imports,2015,11/04/2015,Saturday,11/04/2020,All,Non-food manufactured goods,All,$,15000000,7187000000
Imports,2015,12/04/2015,Sunday,12/04/2020,All,Non-food manufactured goods,All,$,22000000,7208000000
Imports,2015,13/04/2015,Monday,13/04/2020,All,Non-food manufactured goods,All,$,116000000,7325000000
Imports,2015,14/04/2015,Tuesday,14/04/2020,All,Non-food manufactured goods,All,$,152000000,7477000000
Imports,2015,15/04/2015,Wednesday,15/04/2020,All,Non-food manufactured goods,All,$,120000000,7597000000
Imports,2015,16/04/2015,Thursday,16/04/2020,All,Non-food manufactured goods,All,$,136000000,7732000000
Imports,2015,17/04/2015,Friday,17/04/2020,All,Non-food manufactured goods,All,$,113000000,7845000000
Imports,2015,18/04/2015,Saturday,18/04/2020,All,Non-food manufactured goods,All,$,12000000,7857000000
Imports,2015,19/04/2015,Sunday,19/04/2020,All,Non-food manufactured goods,All,$,15000000,7873000000
Imports,2015,20/04/2015,Monday,20/04/2020,All,Non-food manufactured goods,All,$,130000000,8003000000
Imports,2015,21/04/2015,Tuesday,21/04/2020,All,Non-food manufactured goods,All,$,166000000,8169000000
Imports,2015,22/04/2015,Wednesday,22/04/2020,All,Non-food manufactured goods,All,$,154000000,8323000000
Imports,2015,23/04/2015,Thursday,23/04/2020,All,Non-food manufactured goods,All,$,138000000,8461000000
Imports,2015,24/04/2015,Friday,24/04/2020,All,Non-food manufactured goods,All,$,115000000,8575000000
Imports,2015,25/04/2015,Saturday,25/04/2020,All,Non-food manufactured goods,All,$,11000000,8587000000
Imports,2015,26/04/2015,Sunday,26/04/2020,All,Non-food manufactured goods,All,$,16000000,8603000000
Imports,2015,27/04/2015,Monday,27/04/2020,All,Non-food manufactured goods,All,$,22000000,8625000000
Imports,2015,28/04/2015,Tuesday,28/04/2020,All,Non-food manufactured goods,All,$,126000000,8751000000
Imports,2015,29/04/2015,Wednesday,29/04/2020,All,Non-food manufactured goods,All,$,134000000,8886000000
Imports,2015,30/04/2015,Thursday,30/04/2020,All,Non-food manufactured goods,All,$,137000000,9023000000
Imports,2015,01/05/2015,Friday,01/05/2020,All,Non-food manufactured goods,All,$,185000000,9208000000
Imports,2015,02/05/2015,Saturday,02/05/2020,All,Non-food manufactured goods,All,$,11000000,9219000000
Imports,2015,03/05/2015,Sunday,03/05/2020,All,Non-food manufactured goods,All,$,14000000,9233000000
Imports,2015,04/05/2015,Monday,04/05/2020,All,Non-food manufactured goods,All,$,176000000,9409000000
Imports,2015,05/05/2015,Tuesday,05/05/2020,All,Non-food manufactured goods,All,$,111000000,9520000000
Imports,2015,06/05/2015,Wednesday,06/05/2020,All,Non-food manufactured goods,All,$,109000000,9628000000
Imports,2015,07/05/2015,Thursday,07/05/2020,All,Non-food manufactured goods,All,$,104000000,9732000000
Imports,2015,08/05/2015,Friday,08/05/2020,All,Non-food manufactured goods,All,$,111000000,9843000000
Imports,2015,09/05/2015,Saturday,09/05/2020,All,Non-food manufactured goods,All,$,9000000,9852000000
Imports,2015,10/05/2015,Sunday,10/05/2020,All,Non-food manufactured goods,All,$,17000000,9869000000
Imports,2015,11/05/2015,Monday,11/05/2020,All,Non-food manufactured goods,All,$,138000000,10007000000
Imports,2015,12/05/2015,Tuesday,12/05/2020,All,Non-food manufactured goods,All,$,137000000,10144000000
Imports,2015,13/05/2015,Wednesday,13/05/2020,All,Non-food manufactured goods,All,$,145000000,10289000000
Imports,2015,14/05/2015,Thursday,14/05/2020,All,Non-food manufactured goods,All,$,165000000,10453000000
Imports,2015,15/05/2015,Friday,15/05/2020,All,Non-food manufactured goods,All,$,120000000,10574000000
Imports,2015,16/05/2015,Saturday,16/05/2020,All,Non-food manufactured goods,All,$,12000000,10585000000
Imports,2015,17/05/2015,Sunday,17/05/2020,All,Non-food manufactured goods,All,$,22000000,10608000000
Imports,2015,18/05/2015,Monday,18/05/2020,All,Non-food manufactured goods,All,$,124000000,10731000000
Imports,2015,19/05/2015,Tuesday,19/05/2020,All,Non-food manufactured goods,All,$,139000000,10870000000
Imports,2015,20/05/2015,Wednesday,20/05/2020,All,Non-food manufactured goods,All,$,109000000,10979000000
Imports,2016,30/01/2016,Saturday,01/02/2020,All,Non-food manufactured goods,All,$,13000000,13000000
Imports,2016,31/01/2016,Sunday,02/02/2020,All,Non-food manufactured goods,All,$,21000000,34000000
Imports,2016,01/02/2016,Monday,03/02/2020,All,Non-food manufactured goods,All,$,68000000,101000000
Imports,2016,02/02/2016,Tuesday,04/02/2020,All,Non-food manufactured goods,All,$,169000000,271000000
Imports,2016,03/02/2016,Wednesday,05/02/2020,All,Non-food manufactured goods,All,$,148000000,418000000
Imports,2016,04/02/2016,Thursday,06/02/2020,All,Non-food manufactured goods,All,$,178000000,597000000
Imports,2016,05/02/2016,Friday,07/02/2020,All,Non-food manufactured goods,All,$,138000000,734000000
Imports,2016,06/02/2016,Saturday,08/02/2020,All,Non-food manufactured goods,All,$,14000000,748000000
Imports,2016,07/02/2016,Sunday,09/02/2020,All,Non-food manufactured goods,All,$,15000000,763000000
Imports,2016,08/02/2016,Monday,10/02/2020,All,Non-food manufactured goods,All,$,26000000,790000000
Imports,2016,09/02/2016,Tuesday,11/02/2020,All,Non-food manufactured goods,All,$,158000000,948000000
Imports,2016,10/02/2016,Wednesday,12/02/2020,All,Non-food manufactured goods,All,$,151000000,1099000000
Imports,2016,11/02/2016,Thursday,13/02/2020,All,Non-food manufactured goods,All,$,139000000,1238000000
Imports,2016,12/02/2016,Friday,14/02/2020,All,Non-food manufactured goods,All,$,113000000,1351000000
Imports,2016,13/02/2016,Saturday,15/02/2020,All,Non-food manufactured goods,All,$,17000000,1368000000
Imports,2016,14/02/2016,Sunday,16/02/2020,All,Non-food manufactured goods,All,$,14000000,1381000000
Imports,2016,15/02/2016,Monday,17/02/2020,All,Non-food manufactured goods,All,$,151000000,1533000000
Imports,2016,16/02/2016,Tuesday,18/02/2020,All,Non-food manufactured goods,All,$,149000000,1682000000
Imports,2016,17/02/2016,Wednesday,19/02/2020,All,Non-food manufactured goods,All,$,125000000,1807000000
Imports,2016,18/02/2016,Thursday,20/02/2020,All,Non-food manufactured goods,All,$,169000000,1976000000
Imports,2016,19/02/2016,Friday,21/02/2020,All,Non-food manufactured goods,All,$,148000000,2124000000
Imports,2016,20/02/2016,Saturday,22/02/2020,All,Non-food manufactured goods,All,$,15000000,2139000000
Imports,2016,21/02/2016,Sunday,23/02/2020,All,Non-food manufactured goods,All,$,20000000,2159000000
Imports,2016,22/02/2016,Monday,24/02/2020,All,Non-food manufactured goods,All,$,171000000,2330000000
Imports,2016,23/02/2016,Tuesday,25/02/2020,All,Non-food manufactured goods,All,$,146000000,2476000000
Imports,2016,24/02/2016,Wednesday,26/02/2020,All,Non-food manufactured goods,All,$,163000000,2639000000
Imports,2016,25/02/2016,Thursday,27/02/2020,All,Non-food manufactured goods,All,$,122000000,2761000000
Imports,2016,26/02/2016,Friday,28/02/2020,All,Non-food manufactured goods,All,$,118000000,2879000000
Imports,2016,27/02/2016,Saturday,29/02/2020,All,Non-food manufactured goods,All,$,12000000,2891000000
Imports,2016,28/02/2016,Sunday,01/03/2020,All,Non-food manufactured goods,All,$,22000000,2912000000
Imports,2016,29/02/2016,Monday,02/03/2020,All,Non-food manufactured goods,All,$,107000000,3019000000
Imports,2016,01/03/2016,Tuesday,03/03/2020,All,Non-food manufactured goods,All,$,166000000,3186000000
Imports,2016,02/03/2016,Wednesday,04/03/2020,All,Non-food manufactured goods,All,$,143000000,3328000000
Imports,2016,03/03/2016,Thursday,05/03/2020,All,Non-food manufactured goods,All,$,140000000,3468000000
Imports,2016,04/03/2016,Friday,06/03/2020,All,Non-food manufactured goods,All,$,127000000,3596000000
Imports,2016,05/03/2016,Saturday,07/03/2020,All,Non-food manufactured goods,All,$,11000000,3607000000
Imports,2016,06/03/2016,Sunday,08/03/2020,All,Non-food manufactured goods,All,$,22000000,3629000000
Imports,2016,07/03/2016,Monday,09/03/2020,All,Non-food manufactured goods,All,$,146000000,3775000000
Imports,2016,08/03/2016,Tuesday,10/03/2020,All,Non-food manufactured goods,All,$,114000000,3889000000
Imports,2016,09/03/2016,Wednesday,11/03/2020,All,Non-food manufactured goods,All,$,112000000,4001000000
Imports,2016,10/03/2016,Thursday,12/03/2020,All,Non-food manufactured goods,All,$,112000000,4113000000
Imports,2016,11/03/2016,Friday,13/03/2020,All,Non-food manufactured goods,All,$,146000000,4259000000
Imports,2016,12/03/2016,Saturday,14/03/2020,All,Non-food manufactured goods,All,$,18000000,4277000000
Imports,2016,13/03/2016,Sunday,15/03/2020,All,Non-food manufactured goods,All,$,25000000,4302000000
Imports,2016,14/03/2016,Monday,16/03/2020,All,Non-food manufactured goods,All,$,137000000,4439000000
Imports,2016,15/03/2016,Tuesday,17/03/2020,All,Non-food manufactured goods,All,$,163000000,4602000000
Imports,2016,16/03/2016,Wednesday,18/03/2020,All,Non-food manufactured goods,All,$,114000000,4716000000
Imports,2016,17/03/2016,Thursday,19/03/2020,All,Non-food manufactured goods,All,$,160000000,4876000000
Imports,2016,18/03/2016,Friday,20/03/2020,All,Non-food manufactured goods,All,$,115000000,4991000000
Imports,2016,19/03/2016,Saturday,21/03/2020,All,Non-food manufactured goods,All,$,10000000,5001000000
Imports,2016,20/03/2016,Sunday,22/03/2020,All,Non-food manufactured goods,All,$,37000000,5038000000
Imports,2016,21/03/2016,Monday,23/03/2020,All,Non-food manufactured goods,All,$,126000000,5164000000
Imports,2016,22/03/2016,Tuesday,24/03/2020,All,Non-food manufactured goods,All,$,154000000,5319000000
Imports,2016,23/03/2016,Wednesday,25/03/2020,All,Non-food manufactured goods,All,$,132000000,5450000000
Imports,2016,24/03/2016,Thursday,26/03/2020,All,Non-food manufactured goods,All,$,187000000,5637000000
Imports,2016,25/03/2016,Friday,27/03/2020,All,Non-food manufactured goods,All,$,10000000,5648000000
Imports,2016,26/03/2016,Saturday,28/03/2020,All,Non-food manufactured goods,All,$,12000000,5659000000
Imports,2016,27/03/2016,Sunday,29/03/2020,All,Non-food manufactured goods,All,$,17000000,5676000000
Imports,2016,28/03/2016,Monday,30/03/2020,All,Non-food manufactured goods,All,$,24000000,5700000000
Imports,2016,29/03/2016,Tuesday,31/03/2020,All,Non-food manufactured goods,All,$,122000000,5823000000
Imports,2016,30/03/2016,Wednesday,01/04/2020,All,Non-food manufactured goods,All,$,111000000,5934000000
Imports,2016,31/03/2016,Thursday,02/04/2020,All,Non-food manufactured goods,All,$,123000000,6057000000
Imports,2016,01/04/2016,Friday,03/04/2020,All,Non-food manufactured goods,All,$,228000000,6286000000
Imports,2016,02/04/2016,Saturday,04/04/2020,All,Non-food manufactured goods,All,$,19000000,6305000000
Imports,2016,03/04/2016,Sunday,05/04/2020,All,Non-food manufactured goods,All,$,26000000,6331000000
Imports,2016,04/04/2016,Monday,06/04/2020,All,Non-food manufactured goods,All,$,165000000,6496000000
